Company,Metric,Period,Value
Nvidia,EBITDA (Analyst Normalized),FQ 2Q24,8139000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q24,3436000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q23,2639000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q23,1941000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q23,1706000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q23,4294000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q22,3986000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q22,3687000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q22,3362000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q22,2840000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q21,2378000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q21,2294000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q21,1922000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q21,1315000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q20,1323000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q20,1249000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q20,895000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q20,648000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q19,558000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q19,1276000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q19,1355000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q19,1485000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q18,1129000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q18,947000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q18,740000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q18,603000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q17,782000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q17,690000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q17,370000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q17,307000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q16,339000
Nvidia,EBITDA (Analyst Normalized),FQ 3Q16,311000
Nvidia,EBITDA (Analyst Normalized),FQ 2Q16,224000
Nvidia,EBITDA (Analyst Normalized),FQ 1Q16,245000
Nvidia,EBITDA (Analyst Normalized),FQ 4Q15,301252
Nvidia,EBITDA (Analyst Normalized),FQ 3Q15,284582
Nvidia,EBITDA (Analyst Normalized),FQ 2Q15,234646
Nvidia,EBITDA (Analyst Normalized),FQ 1Q15,222360
Nvidia,EBITDA (Analyst Normalized),FQ 4Q14,237400
Nvidia,EBITDA (Analyst Normalized),FQ 3Q14,202913
Nvidia,EBITDA (Analyst Normalized),FQ 2Q14,181885
Nvidia,EBITDA (Analyst Normalized),FQ 1Q14,152444
Nvidia,EBITDA (Analyst Normalized),FQ 4Q13,247248
Nvidia,EBITDA (Analyst Normalized),FQ 3Q13,310741
Nvidia,EBITDA (Analyst Normalized),FQ 2Q13,221008
Nvidia,EBITDA (Analyst Normalized),FQ 1Q13,131559
Nvidia,EBITDA (Analyst Normalized),FQ 4Q12,187695
Nvidia,EBITDA (Analyst Normalized),FQ 3Q12,259231
Nvidia,EBITDA (Analyst Normalized),FQ 2Q12,232002
Nvidia,EBITDA (Analyst Normalized),FQ 1Q12,200191
Nvidia,EBITDA (Analyst Normalized),FQ 4Q11,173976
Nvidia,EBITDA (Analyst Normalized),FQ 3Q11,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q11,66619
Nvidia,EBITDA (Analyst Normalized),FQ 1Q11,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q10,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q10,128433
Nvidia,EBITDA (Analyst Normalized),FQ 2Q10,55496
Nvidia,EBITDA (Analyst Normalized),FQ 1Q10,-40087
Nvidia,EBITDA (Analyst Normalized),FQ 4Q09,-111790
Nvidia,EBITDA (Analyst Normalized),FQ 3Q09,123145
Nvidia,EBITDA (Analyst Normalized),FQ 2Q09,95660
Nvidia,EBITDA (Analyst Normalized),FQ 1Q09,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q08,320838
Nvidia,EBITDA (Analyst Normalized),FQ 3Q08,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q08,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q08,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q07,185851
Nvidia,EBITDA (Analyst Normalized),FQ 3Q07,153358
Nvidia,EBITDA (Analyst Normalized),FQ 2Q07,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q07,133279
Nvidia,EBITDA (Analyst Normalized),FQ 4Q06,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q06,100240
Nvidia,EBITDA (Analyst Normalized),FQ 2Q06,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q06,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q05,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q05,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q05,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q05,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q04,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q04,28395
Nvidia,EBITDA (Analyst Normalized),FQ 2Q04,46271
Nvidia,EBITDA (Analyst Normalized),FQ 1Q04,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q03,87917
Nvidia,EBITDA (Analyst Normalized),FQ 3Q03,-32470
Nvidia,EBITDA (Analyst Normalized),FQ 2Q03,21574
Nvidia,EBITDA (Analyst Normalized),FQ 1Q03,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q02,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q02,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q02,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q02,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q01,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q01,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q01,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q01,
Nvidia,EBITDA (Analyst Normalized),FQ 4Q00,
Nvidia,EBITDA (Analyst Normalized),FQ 3Q00,
Nvidia,EBITDA (Analyst Normalized),FQ 2Q00,
Nvidia,EBITDA (Analyst Normalized),FQ 1Q00,
TSMC,Total Revenue,FQ 1Q25,25510271.75
TSMC,Total Revenue,FQ 4Q24,26866726
TSMC,Total Revenue,FQ 3Q24,23538565.73
TSMC,Total Revenue,FQ 2Q24,20830265.51
TSMC,Total Revenue,FQ 1Q24,18858865.96
TSMC,Total Revenue,FQ 4Q23,19659329.33
TSMC,Total Revenue,FQ 3Q23,17267402.74
TSMC,Total Revenue,FQ 2Q23,15668716.18
TSMC,Total Revenue,FQ 1Q23,16730313.32
TSMC,Total Revenue,FQ 4Q22,19961064.95
TSMC,Total Revenue,FQ 3Q22,20203169.27
TSMC,Total Revenue,FQ 2Q22,18176258.86
TSMC,Total Revenue,FQ 1Q22,17558202.26
TSMC,Total Revenue,FQ 4Q21,15750634.4
TSMC,Total Revenue,FQ 3Q21,14876505.11
TSMC,Total Revenue,FQ 2Q21,13298102.05
TSMC,Total Revenue,FQ 1Q21,12896514.09
TSMC,Total Revenue,FQ 4Q20,12695897.36
TSMC,Total Revenue,FQ 3Q20,12152483.62
TSMC,Total Revenue,FQ 2Q20,10404617.42
TSMC,Total Revenue,FQ 1Q20,10323046.77
TSMC,Total Revenue,FQ 4Q19,10412297.93
TSMC,Total Revenue,FQ 3Q19,9403700.86
TSMC,Total Revenue,FQ 2Q19,7743646.637
TSMC,Total Revenue,FQ 1Q19,7090965.169
TSMC,Total Revenue,FQ 4Q18,9389683.848
TSMC,Total Revenue,FQ 3Q18,8490306.27
TSMC,Total Revenue,FQ 2Q18,7827586.027
TSMC,Total Revenue,FQ 1Q18,8453591.782
TSMC,Total Revenue,FQ 4Q17,9206366.626
TSMC,Total Revenue,FQ 3Q17,8320966.764
TSMC,Total Revenue,FQ 2Q17,7053706.957
TSMC,Total Revenue,FQ 1Q17,7502255.226
TSMC,Total Revenue,FQ 4Q16,8235504.531
TSMC,Total Revenue,FQ 3Q16,8174890.82
TSMC,Total Revenue,FQ 2Q16,6825922.866
TSMC,Total Revenue,FQ 1Q16,6039571.473
TSMC,Total Revenue,FQ 4Q15,6151654.473
TSMC,Total Revenue,FQ 3Q15,6608012.203
TSMC,Total Revenue,FQ 2Q15,6621416.191
TSMC,Total Revenue,FQ 1Q15,7025653.92
TSMC,Total Revenue,FQ 4Q14,7194597.427
TSMC,Total Revenue,FQ 3Q14,6960945.638
TSMC,Total Revenue,FQ 2Q14,6075746.109
TSMC,Total Revenue,FQ 1Q14,4896512.595
TSMC,Total Revenue,FQ 4Q13,4933347.628
TSMC,Total Revenue,FQ 3Q13,5447230.506
TSMC,Total Revenue,FQ 2Q13,5219206.22
TSMC,Total Revenue,FQ 1Q13,4502679.529
TSMC,Total Revenue,FQ 4Q12,4513126.053
TSMC,Total Revenue,FQ 3Q12,4745186.802
TSMC,Total Revenue,FQ 2Q12,4322030.848
TSMC,Total Revenue,FQ 1Q12,3555999.563
TSMC,Total Revenue,FQ 4Q11,3468589.798
TSMC,Total Revenue,FQ 3Q11,3656446.332
TSMC,Total Revenue,FQ 2Q11,3824861.781
TSMC,Total Revenue,FQ 1Q11,3597205.054
TSMC,Total Revenue,FQ 4Q10,3622842.445
TSMC,Total Revenue,FQ 3Q10,3519778.895
TSMC,Total Revenue,FQ 2Q10,3294050.553
TSMC,Total Revenue,FQ 1Q10,2885457.008
TSMC,Total Revenue,FQ 4Q09,2848052.844
TSMC,Total Revenue,FQ 3Q09,2742252.371
TSMC,Total Revenue,FQ 2Q09,2240068.07
TSMC,Total Revenue,FQ 1Q09,1163388.245
TSMC,Total Revenue,FQ 4Q08,2257337.051
TSMC,Total Revenue,FQ 3Q08,2882335.024
TSMC,Total Revenue,FQ 2Q08,2816046.977
TSMC,Total Revenue,FQ 1Q08,2772760.803
TSMC,Total Revenue,FQ 4Q07,3023402.802
TSMC,Total Revenue,FQ 3Q07,2700000.043
TSMC,Total Revenue,FQ 2Q07,2221984.02
TSMC,Total Revenue,FQ 1Q07,1972999.971
TSMC,Total Revenue,FQ 4Q06,2417756.858
TSMC,Total Revenue,FQ 3Q06,2491000.013
TSMC,Total Revenue,FQ 2Q06,2537450.994
TSMC,Total Revenue,FQ 1Q06,2350999.97
TSMC,Total Revenue,FQ 4Q05,2563662.501
TSMC,Total Revenue,FQ 3Q05,2091580.031
TSMC,Total Revenue,FQ 2Q05,1846004.98
TSMC,Total Revenue,FQ 1Q05,1769771.997
TSMC,Total Revenue,FQ 4Q04,2488094.661
TSMC,Total Revenue,FQ 3Q04,2001256.973
TSMC,Total Revenue,FQ 2Q04,1823498.029
TSMC,Total Revenue,FQ 1Q04,1742999.983
TSMC,Total Revenue,FQ 4Q03,1802728.616
TSMC,Total Revenue,FQ 3Q03,1601000.012
TSMC,Total Revenue,FQ 2Q03,1296000.014
TSMC,Total Revenue,FQ 1Q03,1131999.988
TSMC,Total Revenue,FQ 4Q02,1166194.724
TSMC,Total Revenue,FQ 3Q02,1169324.992
TSMC,Total Revenue,FQ 2Q02,1169325.002
TSMC,Total Revenue,FQ 1Q02,1169324.998
TSMC,Total Revenue,FQ 4Q01,940610.7045
TSMC,Total Revenue,FQ 3Q01,912687.9903
TSMC,Total Revenue,FQ 2Q01,912688.0147
TSMC,Total Revenue,FQ 1Q01,959895.9886
TSMC,Total Revenue,FQ 4Q00,1036671.592
TSMC,Total Revenue,FQ 3Q00,1325425.986
TSMC,Total Revenue,FQ 2Q00,1350355.985
TSMC,Total Revenue,FQ 1Q00,1362820.007
TSMC,Total Revenue,FQ 4Q99,710428.5519
TSMC,Total Revenue,FQ 3Q99,575398.9914
TSMC,Total Revenue,FQ 2Q99,566264.9986
TSMC,Total Revenue,FQ 1Q99,551651.9994
TSMC,Total Revenue,FQ 4Q98,390625.2441
TSMC,Total Revenue,FQ 3Q98,390624.9958
TSMC,Total Revenue,FQ 2Q98,390625.0003
TSMC,Total Revenue,FQ 1Q98,390625
TSMC,Total Revenue,FQ 4Q97,210380.4157
TSMC,Total Revenue,FQ 3Q97,384357.9984
TSMC,Total Revenue,FQ 2Q97,395339.9994
TSMC,Total Revenue,FQ 1Q97,398634.0015
TSMC,Net Income (Normalized),FQ 1Q25,10990231.68
TSMC,Net Income (Normalized),FQ 4Q24,11584580.1
TSMC,Net Income (Normalized),FQ 3Q24,10007822.16
TSMC,Net Income (Normalized),FQ 2Q24,7764274.76
TSMC,Net Income (Normalized),FQ 1Q24,7361973.818
TSMC,Net Income (Normalized),FQ 4Q23,7489590.084
TSMC,Net Income (Normalized),FQ 3Q23,6733875.942
TSMC,Net Income (Normalized),FQ 2Q23,5939185.282
TSMC,Net Income (Normalized),FQ 1Q23,6746833.947
TSMC,Net Income (Normalized),FQ 4Q22,8581241.192
TSMC,Net Income (Normalized),FQ 3Q22,9436584.428
TSMC,Net Income (Normalized),FQ 2Q22,8282668.503
TSMC,Net Income (Normalized),FQ 1Q22,7364506.549
TSMC,Net Income (Normalized),FQ 4Q21,5773867.777
TSMC,Net Income (Normalized),FQ 3Q21,5589615.478
TSMC,Net Income (Normalized),FQ 2Q21,4676475.764
TSMC,Net Income (Normalized),FQ 1Q21,4935570.819
TSMC,Net Income (Normalized),FQ 4Q20,4618159.392
TSMC,Net Income (Normalized),FQ 3Q20,4563632.689
TSMC,Net Income (Normalized),FQ 2Q20,3919595.1
TSMC,Net Income (Normalized),FQ 1Q20,3908572.764
TSMC,Net Income (Normalized),FQ 4Q19,3809892.035
TSMC,Net Income (Normalized),FQ 3Q19,3262061.025
TSMC,Net Income (Normalized),FQ 2Q19,2186563.294
TSMC,Net Income (Normalized),FQ 1Q19,2010152.55
TSMC,Net Income (Normalized),FQ 4Q18,3240542.819
TSMC,Net Income (Normalized),FQ 3Q18,2926046.186
TSMC,Net Income (Normalized),FQ 2Q18,2612185.147
TSMC,Net Income (Normalized),FQ 1Q18,3019272.998
TSMC,Net Income (Normalized),FQ 4Q17,3303880.88
TSMC,Net Income (Normalized),FQ 3Q17,2945500.783
TSMC,Net Income (Normalized),FQ 2Q17,2182732.67
TSMC,Net Income (Normalized),FQ 1Q17,2594286.647
TSMC,Net Income (Normalized),FQ 4Q16,3153266.31
TSMC,Net Income (Normalized),FQ 3Q16,2934194.027
TSMC,Net Income (Normalized),FQ 2Q16,2246472.77
TSMC,Net Income (Normalized),FQ 1Q16,1848354.447
TSMC,Net Income (Normalized),FQ 4Q15,2114432.061
TSMC,Net Income (Normalized),FQ 3Q15,2446023.392
TSMC,Net Income (Normalized),FQ 2Q15,1880527.522
TSMC,Net Income (Normalized),FQ 1Q15,2590312.349
TSMC,Net Income (Normalized),FQ 4Q14,2242270.788
TSMC,Net Income (Normalized),FQ 3Q14,2441617.538
TSMC,Net Income (Normalized),FQ 2Q14,1896335.055
TSMC,Net Income (Normalized),FQ 1Q14,1664019.467
TSMC,Net Income (Normalized),FQ 4Q13,1354396.779
TSMC,Net Income (Normalized),FQ 3Q13,1634183.501
TSMC,Net Income (Normalized),FQ 2Q13,1642281.209
TSMC,Net Income (Normalized),FQ 1Q13,1351061.714
TSMC,Net Income (Normalized),FQ 4Q12,1180989.114
TSMC,Net Income (Normalized),FQ 3Q12,1620998.087
TSMC,Net Income (Normalized),FQ 2Q12,1503066.431
TSMC,Net Income (Normalized),FQ 1Q12,1087202.512
TSMC,Net Income (Normalized),FQ 4Q11,1087847.433
TSMC,Net Income (Normalized),FQ 3Q11,1016409.937
TSMC,Net Income (Normalized),FQ 2Q11,1226470.762
TSMC,Net Income (Normalized),FQ 1Q11,1244324.28
TSMC,Net Income (Normalized),FQ 4Q10,1225757.09
TSMC,Net Income (Normalized),FQ 3Q10,1313094.228
TSMC,Net Income (Normalized),FQ 2Q10,1249199.208
TSMC,Net Income (Normalized),FQ 1Q10,1029671.375
TSMC,Net Income (Normalized),FQ 4Q09,966372.3018
TSMC,Net Income (Normalized),FQ 3Q09,932534.4148
TSMC,Net Income (Normalized),FQ 2Q09,743426.3061
TSMC,Net Income (Normalized),FQ 1Q09,55047.7408
TSMC,Net Income (Normalized),FQ 4Q08,3459775.549
TSMC,Net Income (Normalized),FQ 3Q08,947779.0079
TSMC,Net Income (Normalized),FQ 2Q08,946549.9923
TSMC,Net Income (Normalized),FQ 1Q08,764105.3912
TSMC,Net Income (Normalized),FQ 4Q07,1107244.112
TSMC,Net Income (Normalized),FQ 3Q07,922000.0147
TSMC,Net Income (Normalized),FQ 2Q07,777260.0071
TSMC,Net Income (Normalized),FQ 1Q07,572999.9915
TSMC,Net Income (Normalized),FQ 4Q06,904977.1447
TSMC,Net Income (Normalized),FQ 3Q06,981000.005
TSMC,Net Income (Normalized),FQ 2Q06,1050657.997
TSMC,Net Income (Normalized),FQ 1Q06,935999.9879
TSMC,Net Income (Normalized),FQ 4Q05,1034975.536
TSMC,Net Income (Normalized),FQ 3Q05,739524.0109
TSMC,Net Income (Normalized),FQ 2Q05,555959.9939
TSMC,Net Income (Normalized),FQ 1Q05,534824.9991
TSMC,Net Income (Normalized),FQ 4Q04,857497.6735
TSMC,Net Income (Normalized),FQ 3Q04,804355.9891
TSMC,Net Income (Normalized),FQ 2Q04,628762.0101
TSMC,Net Income (Normalized),FQ 1Q04,568999.9945
TSMC,Net Income (Normalized),FQ 4Q03,487233.5994
TSMC,Net Income (Normalized),FQ 3Q03,443000.0034
TSMC,Net Income (Normalized),FQ 2Q03,232000.0025
TSMC,Net Income (Normalized),FQ 1Q03,124999.9987
TSMC,Net Income (Normalized),FQ 4Q02,154925.4851
TSMC,Net Income (Normalized),FQ 3Q02,155699.999
TSMC,Net Income (Normalized),FQ 2Q02,155700.0003
TSMC,Net Income (Normalized),FQ 1Q02,155699.9997
TSMC,Net Income (Normalized),FQ 4Q01,94073.14614
TSMC,Net Income (Normalized),FQ 3Q01,105001.9989
TSMC,Net Income (Normalized),FQ 2Q01,105002.0017
TSMC,Net Income (Normalized),FQ 1Q01,110431.9987
TSMC,Net Income (Normalized),FQ 4Q00,406105.0195
TSMC,Net Income (Normalized),FQ 3Q00,519221.9945
TSMC,Net Income (Normalized),FQ 2Q00,528987.994
TSMC,Net Income (Normalized),FQ 1Q00,533871.0028
TSMC,Net Income (Normalized),FQ 4Q99,169903.597
TSMC,Net Income (Normalized),FQ 3Q99,193408.9971
TSMC,Net Income (Normalized),FQ 2Q99,190338.9995
TSMC,Net Income (Normalized),FQ 1Q99,185426.9998
TSMC,Net Income (Normalized),FQ 4Q98,118850.0743
TSMC,Net Income (Normalized),FQ 3Q98,118849.9987
TSMC,Net Income (Normalized),FQ 2Q98,118850.0001
TSMC,Net Income (Normalized),FQ 1Q98,118850
TSMC,Net Income (Normalized),FQ 4Q97,86016.75844
TSMC,Net Income (Normalized),FQ 3Q97,157150.9993
TSMC,Net Income (Normalized),FQ 2Q97,161640.9997
TSMC,Net Income (Normalized),FQ 1Q97,162988.0006
TSMC,Research and Development Expenses,FQ 1Q25,
TSMC,Research and Development Expenses,FQ 4Q24,1770530.239
TSMC,Research and Development Expenses,FQ 3Q24,1635472.434
TSMC,Research and Development Expenses,FQ 2Q24,1486324.584
TSMC,Research and Development Expenses,FQ 1Q24,1467258.504
TSMC,Research and Development Expenses,FQ 4Q23,1584301.914
TSMC,Research and Development Expenses,FQ 3Q23,1615078.517
TSMC,Research and Development Expenses,FQ 2Q23,1357706.749
TSMC,Research and Development Expenses,FQ 1Q23,1287980.756
TSMC,Research and Development Expenses,FQ 4Q22,1422796.338
TSMC,Research and Development Expenses,FQ 3Q22,1416116.978
TSMC,Research and Development Expenses,FQ 2Q22,1349218.857
TSMC,Research and Development Expenses,FQ 1Q22,1288899.722
TSMC,Research and Development Expenses,FQ 4Q21,1158804.635
TSMC,Research and Development Expenses,FQ 3Q21,1107355.774
TSMC,Research and Development Expenses,FQ 2Q21,1103218.289
TSMC,Research and Development Expenses,FQ 1Q21,1094477.394
TSMC,Research and Development Expenses,FQ 4Q20,1051223.723
TSMC,Research and Development Expenses,FQ 3Q20,1012042.081
TSMC,Research and Development Expenses,FQ 2Q20,833799.52
TSMC,Research and Development Expenses,FQ 1Q20,829889.416
TSMC,Research and Development Expenses,FQ 4Q19,841420.357
TSMC,Research and Development Expenses,FQ 3Q19,769305.2946
TSMC,Research and Development Expenses,FQ 2Q19,687250.8774
TSMC,Research and Development Expenses,FQ 1Q19,661965.6471
TSMC,Research and Development Expenses,FQ 4Q18,767613.8077
TSMC,Research and Development Expenses,FQ 3Q18,713778.3068
TSMC,Research and Development Expenses,FQ 2Q18,667623.197
TSMC,Research and Development Expenses,FQ 1Q18,696458.8584
TSMC,Research and Development Expenses,FQ 4Q17,703643.6087
TSMC,Research and Development Expenses,FQ 3Q17,694608.8391
TSMC,Research and Development Expenses,FQ 2Q17,628713.8968
TSMC,Research and Development Expenses,FQ 1Q17,622596.3648
TSMC,Research and Development Expenses,FQ 4Q16,626893.2592
TSMC,Research and Development Expenses,FQ 3Q16,587783.8921
TSMC,Research and Development Expenses,FQ 2Q16,520201.9134
TSMC,Research and Development Expenses,FQ 1Q16,463632.6417
TSMC,Research and Development Expenses,FQ 4Q15,473451.3488
TSMC,Research and Development Expenses,FQ 3Q15,512610.3821
TSMC,Research and Development Expenses,FQ 2Q15,535416.509
TSMC,Research and Development Expenses,FQ 1Q15,531049.5477
TSMC,Research and Development Expenses,FQ 4Q14,515446.7566
TSMC,Research and Development Expenses,FQ 3Q14,506380.3944
TSMC,Research and Development Expenses,FQ 2Q14,451834.2664
TSMC,Research and Development Expenses,FQ 1Q14,398624.557
TSMC,Research and Development Expenses,FQ 4Q13,406029.4782
TSMC,Research and Development Expenses,FQ 3Q13,447672.9608
TSMC,Research and Development Expenses,FQ 2Q13,399815.286
TSMC,Research and Development Expenses,FQ 1Q13,361242.0984
TSMC,Research and Development Expenses,FQ 4Q12,360365.5367
TSMC,Research and Development Expenses,FQ 3Q12,357352.1199
TSMC,Research and Development Expenses,FQ 2Q12,340041.3565
TSMC,Research and Development Expenses,FQ 1Q12,308124.4107
TSMC,Research and Development Expenses,FQ 4Q11,290180.8426
TSMC,Research and Development Expenses,FQ 3Q11,295971.2785
TSMC,Research and Development Expenses,FQ 2Q11,293957.2759
TSMC,Research and Development Expenses,FQ 1Q11,271849.344
TSMC,Research and Development Expenses,FQ 4Q10,265506.5548
TSMC,Research and Development Expenses,FQ 3Q10,251952.6809
TSMC,Research and Development Expenses,FQ 2Q10,225646.6144
TSMC,Research and Development Expenses,FQ 1Q10,200628.9471
TSMC,Research and Development Expenses,FQ 4Q09,203088.9177
TSMC,Research and Development Expenses,FQ 3Q09,189090.9298
TSMC,Research and Development Expenses,FQ 2Q09,153821.3076
TSMC,Research and Development Expenses,FQ 1Q09,109827.4172
TSMC,Research and Development Expenses,FQ 4Q08,164926.4217
TSMC,Research and Development Expenses,FQ 3Q08,185403.0015
TSMC,Research and Development Expenses,FQ 2Q08,163275.9987
TSMC,Research and Development Expenses,FQ 1Q08,167037.8572
TSMC,Research and Development Expenses,FQ 4Q07,161355.4917
TSMC,Research and Development Expenses,FQ 3Q07,142000.0023
TSMC,Research and Development Expenses,FQ 2Q07,115912.0011
TSMC,Research and Development Expenses,FQ 1Q07,119999.9982
TSMC,Research and Development Expenses,FQ 4Q06,123029.688
TSMC,Research and Development Expenses,FQ 3Q06,130000.0007
TSMC,Research and Development Expenses,FQ 2Q06,126567.9997
TSMC,Research and Development Expenses,FQ 1Q06,115999.9985
TSMC,Research and Development Expenses,FQ 4Q05,125412.1714
TSMC,Research and Development Expenses,FQ 3Q05,100885.0015
TSMC,Research and Development Expenses,FQ 2Q05,110174.9988
TSMC,Research and Development Expenses,FQ 1Q05,106483.9998
TSMC,Research and Development Expenses,FQ 4Q04,133552.9917
TSMC,Research and Development Expenses,FQ 3Q04,89478.99879
TSMC,Research and Development Expenses,FQ 2Q04,86795.00139
TSMC,Research and Development Expenses,FQ 1Q04,86999.99916
TSMC,Research and Development Expenses,FQ 4Q03,124489.1789
TSMC,Research and Development Expenses,FQ 3Q03,90000.00069
TSMC,Research and Development Expenses,FQ 2Q03,81000.00088
TSMC,Research and Development Expenses,FQ 1Q03,71999.99924
TSMC,Research and Development Expenses,FQ 4Q02,
TSMC,Research and Development Expenses,FQ 3Q02,
TSMC,Research and Development Expenses,FQ 2Q02,
TSMC,Research and Development Expenses,FQ 1Q02,
TSMC,Research and Development Expenses,FQ 4Q01,
TSMC,Research and Development Expenses,FQ 3Q01,
TSMC,Research and Development Expenses,FQ 2Q01,
TSMC,Research and Development Expenses,FQ 1Q01,
TSMC,Research and Development Expenses,FQ 4Q00,
TSMC,Research and Development Expenses,FQ 3Q00,
TSMC,Research and Development Expenses,FQ 2Q00,
TSMC,Research and Development Expenses,FQ 1Q00,
TSMC,Research and Development Expenses,FQ 4Q99,
TSMC,Research and Development Expenses,FQ 3Q99,
TSMC,Research and Development Expenses,FQ 2Q99,
TSMC,Research and Development Expenses,FQ 1Q99,
TSMC,Research and Development Expenses,FQ 4Q98,
TSMC,Research and Development Expenses,FQ 3Q98,
TSMC,Research and Development Expenses,FQ 2Q98,
TSMC,Research and Development Expenses,FQ 1Q98,
TSMC,Research and Development Expenses,FQ 4Q97,
TSMC,Research and Development Expenses,FQ 3Q97,
TSMC,Research and Development Expenses,FQ 2Q97,
TSMC,Research and Development Expenses,FQ 1Q97,
TSMC,Return on Equity (ROE),FQ 1Q25,
TSMC,Return on Equity (ROE),FQ 4Q24,0.302144175
TSMC,Return on Equity (ROE),FQ 3Q24,0.283307278
TSMC,Return on Equity (ROE),FQ 2Q24,0.264307268
TSMC,Return on Equity (ROE),FQ 1Q24,0.255674675
TSMC,Return on Equity (ROE),FQ 4Q23,0.26561156
TSMC,Return on Equity (ROE),FQ 3Q23,0.287167987
TSMC,Return on Equity (ROE),FQ 2Q23,0.327152277
TSMC,Return on Equity (ROE),FQ 1Q23,0.366796589
TSMC,Return on Equity (ROE),FQ 4Q22,0.393535011
TSMC,Return on Equity (ROE),FQ 3Q22,0.37853966
TSMC,Return on Equity (ROE),FQ 2Q22,0.345674437
TSMC,Return on Equity (ROE),FQ 1Q22,0.315661305
TSMC,Return on Equity (ROE),FQ 4Q21,0.297133719
TSMC,Return on Equity (ROE),FQ 3Q21,0.295215668
TSMC,Return on Equity (ROE),FQ 2Q21,0.295552468
TSMC,Return on Equity (ROE),FQ 1Q21,0.297428212
TSMC,Return on Equity (ROE),FQ 4Q20,0.293503251
TSMC,Return on Equity (ROE),FQ 3Q20,0.292051856
TSMC,Return on Equity (ROE),FQ 2Q20,0.27749973
TSMC,Return on Equity (ROE),FQ 1Q20,0.24408305
TSMC,Return on Equity (ROE),FQ 4Q19,0.21538286
TSMC,Return on Equity (ROE),FQ 3Q19,0.201324102
TSMC,Return on Equity (ROE),FQ 2Q19,0.196555935
TSMC,Return on Equity (ROE),FQ 1Q19,0.198272697
TSMC,Return on Equity (ROE),FQ 4Q18,0.231116425
TSMC,Return on Equity (ROE),FQ 3Q18,0.232083107
TSMC,Return on Equity (ROE),FQ 2Q18,0.240581476
TSMC,Return on Equity (ROE),FQ 1Q18,0.236159401
TSMC,Return on Equity (ROE),FQ 4Q17,0.244591322
TSMC,Return on Equity (ROE),FQ 3Q17,0.248896579
TSMC,Return on Equity (ROE),FQ 2Q17,0.262718869
TSMC,Return on Equity (ROE),FQ 1Q17,0.269155931
TSMC,Return on Equity (ROE),FQ 4Q16,0.263264558
TSMC,Return on Equity (ROE),FQ 3Q16,0.247378714
